year,make,model,description, price ,mileage,location,ad_url,img_url
2013,Toyota,hiace,slwb," $21,500 ",268,"Melbourne, VIC",https://www.facebook.com/marketplace/item/2705177879648930,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/427871550_1353382662726148_708005413738537777_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=muIuGf_KAZIQ7kNvgH4GHw5&_nc_ht=scontent.fmel16-1.fna&oh=00_AYByZL2_JvYK5E_AvlRfuPPI6GYId-DmbvVsfpNxueo2GA&oe=66B8D65E
2006,Toyota,hiace,duel fuel," $13,500 ",270,"Melbourne, VIC",https://www.facebook.com/marketplace/item/946008803814506,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/429552622_7390817390957321_1933476316378364806_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=4HKmLNM6xPkQ7kNvgFZlzIo&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBbteKmVy7UWEeHD3Wc4s8dBdkSgdQVHRVPNeULvH89Dg&oe=66B8CE41
2008,Toyota,hiace,," $15,000 ",270,"Gungahlin, ACT",https://www.facebook.com/marketplace/item/2122969021393688,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449646268_10160588497284864_1255840402142374879_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=45WyH1pH73cQ7kNvgFo4JyZ&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBRJG5Ph30kaqZCwdYMF5RY4ZMYlNWRreJgG1X5SrCcAg&oe=66B8EBAA
1997,Toyota,hiace,super custom," $16,000 ",270,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1825703844606587,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/448047471_8505488059484260_4097999319654485945_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=NoFhKahlR0EQ7kNvgGQl80q&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBsMEg3A0ZEOvrpSb6NWBKBrp6RQNaK1sM6Qs8_r9Sidw&oe=66B8EBD6
2005,Toyota,hiace,," $11,500 ",278,"Cocoroc, VIC",https://www.facebook.com/marketplace/item/417105831311046,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/444490523_893657465860916_2677235658151426465_n.jpg?stp=c73.0.260.260a_dst-jpg_p261x260&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=ZnkHTDbLpbIQ7kNvgGftOu5&_nc_ht=scontent.fmel16-1.fna&oh=00_AYD0rAOCUWHeAj5L0dEphh3BJknGagk_HTMaGPPhCF4-Aw&oe=66B8C336
2013,Toyota,hiace,van," $18,000 ",278,"Bendigo, VIC",https://www.facebook.com/marketplace/item/1017911386393065,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/436749504_1584974118742908_8849347546101389091_n.jpg?stp=c0.152.261.261a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=-9F_MQtIfuoQ7kNvgGahMBW&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBaTsMbyf3qyFdj0rkGNY_hkHbK8uhYrnMvhiUA65PTzw&oe=66B8C8E7
2008,Toyota,hiace,," $7,500 ",280,"Launceston, TAS",https://www.facebook.com/marketplace/item/902219555106545,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/450546883_7870800782977946_4368914539453298686_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=FFa-tSMhTnsQ7kNvgEb5cRC&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAh7ikoaaUCaF6qWHTNdIGuHxQnNnQd__baFp-7sspzNw&oe=66B8D07D
1993,Toyota,hiace,," $8,000 ",280,"Burnie, TAS",https://www.facebook.com/marketplace/item/1149673649397486,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/441981211_1476226346655693_4397993987492688536_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=8Z2IlNQVF4sQ7kNvgGnU5mi&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBfVgscKEr6GUGDgIXFxma6aoAwB33Bpk4gOtLnzbPPeA&oe=66B8E25D
2009,Toyota,hiace,," $15,000 ",280,"Melbourne, VIC",https://www.facebook.com/marketplace/item/829594702157517,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/450371099_10159855085340925_5265065508704514234_n.jpg?stp=c151.0.260.260a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=TbNu8pKEkB0Q7kNvgH1gn0D&_nc_ht=scontent.fmel16-1.fna&oh=00_AYC75g_vzYI2QNY21jhdeVzyHWb_fuM08kEhaLIK_39yXA&oe=66B8D9E3
1993,Toyota,hiace,," $22,000 ",280,"Wangaratta, VIC",https://www.facebook.com/marketplace/item/7931663383568034,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449923657_500872452611745_4940933575340199958_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=6-hQch8QslUQ7kNvgFeB63B&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBsUBv7afqd2SI2Ma-fmyDA2ZEfJt_4FyiesqMcqGO69w&oe=66B8C771
2006,Toyota,hiace,," $12,000 ",283,"Melbourne, VIC",https://www.facebook.com/marketplace/item/451726110663199,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/437707138_10160210213833339_8760598704367683789_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=gK9WJtSf4EwQ7kNvgEx_n3t&_nc_ht=scontent.fmel16-1.fna&oh=00_AYD0gJTRwY03I2y0DZOvTNdu0OdvpUF5ThP2hjDFENxaVw&oe=66B8E9D7
2010,Toyota,hiace,," $10,000 ",285,"Melbourne, VIC",https://www.facebook.com/marketplace/item/374127325490380,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/433435792_10161712329923969_134916548939211873_n.jpg?stp=c159.0.260.260a_dst-jpg_p261x260&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=A7Hwupd4XDMQ7kNvgEZjFp0&_nc_ht=scontent.fmel16-1.fna&oh=00_AYD3rn7VkemZ5n14JWArEUbIhVOWFGPhslNGXaFRlEtw9w&oe=66B8D7B8
2007,Toyota,hiace,," $14,000 ",285,"Launceston, TAS",https://www.facebook.com/marketplace/item/1006790560565388,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/450241403_451078007806910_2439583654722532690_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=4vD3jfdfy7oQ7kNvgE__a3b&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDaT5-Mt4iJ1Hoi9JZfhW-DGoTaCJSwByHwjJJNbHCQiw&oe=66B8CE2F
2009,Toyota,hiace,," $17,000 ",286,"Melbourne, VIC",https://www.facebook.com/marketplace/item/980107077120604,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/436006891_986500266408981_6476455565966912912_n.jpg?stp=c0.19.261.261a_dst-jpg_p261x260&_nc_cat=110&ccb=1-7&_nc_sid=247b10&_nc_ohc=M15UkHaGLbgQ7kNvgFuolF8&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCQ9oGtmIjjnOdzKtDN00KF7zHNXCgMGCi6SMF5DbI_ZA&oe=66B8F770
2009,Toyota,hiace,," $22,999 ",286,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1357627371567967,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/436470185_10168714728680302_5919674880124520040_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=RrdVf8zltIIQ7kNvgFbGbhQ&_nc_ht=scontent.fmel16-1.fna&oh=00_AYACfTEGY5wm4sWCMsgcVwxMYx-AgBpx-ki9gmu0pwwyQw&oe=66B8E017
2009,Toyota,hiace,," $17,500 ",289,"Melbourne, VIC",https://www.facebook.com/marketplace/item/387750550990598,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/452127600_1233528404683675_5585255615111148139_n.jpg?stp=c0.295.1153.1153a_dst-jpg_s261x260&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=lhhJskkmS3UQ7kNvgGBhivZ&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAlnT-gDGVraNyp4cQFsDe4SgZUs2LVPLF_1A7bvw8rQQ&oe=66B8EF69
2011,Toyota,hiace,," $9,500 ",290,"Ballarat, VIC",https://www.facebook.com/marketplace/item/374532152048966,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/417470447_122100101156236108_6183501074217858565_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Z9lkj3ha25YQ7kNvgGMAgAI&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCaPztM67-jdjhcEI3BBzqd8Qz80Itna6PfI4p93HUK6w&oe=66B8C5F8
2004,Toyota,hiace,," $12,000 ",290,"Mallacoota, VIC",https://www.facebook.com/marketplace/item/402093709129115,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/434168494_1098727694567018_8373209544329001475_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=v23ekQv6hCYQ7kNvgEi4DOx&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDzegbnMzxAphOBNHjccAMCCDkO9rpuS9ltT_BEknvemA&oe=66B8F524
2011,Toyota,hiace,," $14,500 ",290,"Melbourne, VIC",https://www.facebook.com/marketplace/item/491589230115469,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/448960696_3665480003691573_472987205800041247_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=QrqYWS-fNY0Q7kNvgFz0MRi&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCgMiUVJ5w5tff0V1Px72j9XYYOS4EjrqjVWH1Q4PhUOg&oe=66B8D970
2009,Toyota,hiace,," $16,000 ",292,"Canberra, ACT",https://www.facebook.com/marketplace/item/705863078379298,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/427873268_7106160906088420_7983716789319662631_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=PukRZfmVJ8MQ7kNvgH37TbQ&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAndhdvhEHZDGhpvIQGvOaxQTB91kgPwVhzqM_Tvttu5g&oe=66B8CABF
2015,Toyota,hiace,," $20,000 ",292,"Melbourne, VIC",https://www.facebook.com/marketplace/item/7739357949432937,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449790118_2291837374506577_3497031370849130790_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=qTpZ4BdMH88Q7kNvgHC2jX8&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCUi9I7WrxpeviuVrH76yt3fN1FIViYgzokMCsl4KL_KQ&oe=66B8E4C5
2008,Toyota,hiace,," $13,500 ",293,"Ballarat, VIC",https://www.facebook.com/marketplace/item/1015059860188258,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/438232305_498568469263532_4671524151742913041_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=109&ccb=1-7&_nc_sid=247b10&_nc_ohc=Jk59pmkfZ68Q7kNvgFPrOHo&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCub8QDbfWrtMmTiNInATwnGGhmUJdzn6Kt--JIJ-nKtA&oe=66B8EB8E
2011,Toyota,hiace,," $14,950 ",296,"Melbourne, VIC",https://www.facebook.com/marketplace/item/2212943732396938,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/452156182_817692430479978_680694588404023933_n.jpg?stp=c51.0.260.260a_dst-jpg_p261x260&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=pmePZ_pMjfsQ7kNvgE6FQEv&_nc_ht=scontent.fmel16-1.fna&oh=00_AYB57y_PnJ8OalDQL5Iuwbhs2Gjc3Xe4o0sj8NHZTbis_A&oe=66B8F891
1995,Toyota,hiace,," $6,000 ",300,"Torquay, VIC",https://www.facebook.com/marketplace/item/780925230684313,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/445077024_7534180976661945_6240283141277726204_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=VyCLtGsQndcQ7kNvgEA1YfX&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAE7bWdzWw1aKDWp8ylzhYv_cLeZqL5gsXrRSlXJYAEEQ&oe=66B8DD7B
2007,Toyota,hiace,," $11,500 ",300,"Melbourne, VIC",https://www.facebook.com/marketplace/item/737869581704706,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/438205504_2147582475576640_7683058410280603239_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=XS5D_mcLjm8Q7kNvgGzxte0&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCVhwF2c8cebFV1J61VRKTRJvNcCJkSo2UxY24Rk89XCg&oe=66B8F3EC
2012,Toyota,hiace,," $20,000 ",300,"Melbourne, VIC",https://www.facebook.com/marketplace/item/381730667910696,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/422621027_353691364308194_5067276101381379653_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=OVa9b_79slEQ7kNvgHac7Cb&_nc_ht=scontent.fmel16-1.fna&oh=00_AYA8tTba5p_3qW0fKvpY9lZeTXl8MMzjmmpoMDEwJegrsA&oe=66B8F386
2024,Toyota,hiace,super long wheel base," $67,000 ",300,"Melbourne, VIC",https://www.facebook.com/marketplace/item/463072132773761,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/448847659_10211617102701123_2718704758075052864_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=946e27&_nc_ohc=nnAe5g6hTIQQ7kNvgEw7dbF&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCbLZ6KCrXrqKiNO7XcW3IA4q5NUq2eVFV2wXcXXagKBg&oe=66B8E358
2004,Toyota,hiace,Commuter," $15,000 ",301,"Wynyard, TAS",https://www.facebook.com/marketplace/item/1509922386579976,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/450386460_1226071798751391_7856007847395393383_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260&_nc_cat=104&ccb=1-7&_nc_sid=247b10&_nc_ohc=X547i-vESZMQ7kNvgHcpWZf&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBuehPQLJ3OeySoE_AI42BoPtwiRwPdJzSfkuBPJmGm5Q&oe=66B8EB0D
1981,Toyota,hiace,campervan (poptop)," $17,000 ",305,"Melbourne, VIC",https://www.facebook.com/marketplace/item/3258332814297584,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/452336076_1665310327637657_2790318521185515627_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=107&ccb=1-7&_nc_sid=946e27&_nc_ohc=XHw6WNVPwr8Q7kNvgHzYWrc&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAMSB1RGuna-p0Ldq8a89Ublv30Vxvruj3wmzcNvBIr5A&oe=66B8F245
2000,Toyota,hiace,," $6,000 ",310,"Melbourne, VIC",https://www.facebook.com/marketplace/item/722672769939700,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/434948026_2747425808745896_4885038634295163082_n.jpg?stp=c0.66.599.599a_dst-jpg_s261x260&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=HXvIKvun0XYQ7kNvgHH0CYc&_nc_ht=scontent.fmel16-1.fna&oh=00_AYC0jb8DiPQhVcQqSmOztUbuZHc9l4iPIGjOcB_qI58_Ew&oe=66B8D287
2009,Toyota,hiace,," $11,500 ",310,"Queanbeyan, NSW",https://www.facebook.com/marketplace/item/775492307865486,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/440405041_7388099367973773_8793289042161904893_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=946e27&_nc_ohc=Jz2VSzyK-J4Q7kNvgFsyqKM&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDhMViVvFxvVeBXp195t6aH2V9QVE2k5uLeSbNJaYLqpQ&oe=66B8C8AA
2010,Toyota,hiace,," $12,500 ",310,"Melbourne, VIC",https://www.facebook.com/marketplace/item/709291967830485,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/438099801_1607304853540870_4231617392841818381_n.jpg?stp=c0.132.1200.1200a_dst-jpg_s261x260&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=FEah1DYOLVcQ7kNvgFRK700&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAaLzxQ_0Sr3nk-KifvbxWe0mzza3rRU81NCanZBCmI-w&oe=66B8D5E1
2007,Toyota,hiace,," $10,500 ",316,"Melbourne, VIC",https://www.facebook.com/marketplace/item/2661658064001402,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/445776931_4692188864338562_6472583658352315557_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Jdux6KlY9P4Q7kNvgHpg660&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDZQ11VJRBxiNxVK2oJVrA1BuETdJtc8vZbxPNcwMx3Vw&oe=66B8EDF0
2008,Toyota,hiace,commuter," $17,999 ",319,"Melbourne, VIC",https://www.facebook.com/marketplace/item/2215547158786468,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/445568261_1020084736140678_1849199737421440508_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=102&ccb=1-7&_nc_sid=247b10&_nc_ohc=iDNLIpCiNEEQ7kNvgEXlLsA&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAm-J4SRbHQiaG10WfyXKWj2JeBMmODUlcT0ZD0DycN1Q&oe=66B8F452
1996,Toyota,hiace,," $6,000 ",320,"Melbourne, VIC",https://www.facebook.com/marketplace/item/737185415163978,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/439840338_1791970514660866_4717519890473959386_n.jpg?stp=c0.29.261.261a_cp6_dst-jpg_p261x260&_nc_cat=101&ccb=1-7&_nc_sid=946e27&_nc_ohc=yHjvSEsi1Y8Q7kNvgHBCuX3&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCrKw9f-IWUZNMXOJCZSpKSlj4gv4y87G5ciloacECM1g&oe=66B8E0D9
2004,Toyota,hiace,," $6,000 ",320,"Belconnen, ACT",https://www.facebook.com/marketplace/item/3910554752563780,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/445095702_3343431695797822_4616190163959847759_n.jpg?stp=c0.341.888.888a_dst-jpg_s261x260&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=wswV3lYrpksQ7kNvgEImKBp&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDiwNswKfJpwAdRewp-7Mg3ppjyGv3DlPEvZT5As3RClA&oe=66B8CEF0
2003,Toyota,hiace,," $7,000 ",320,"Melbourne, VIC",https://www.facebook.com/marketplace/item/474706395278355,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/451112516_10160813251302098_5670411162184171557_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=HFhlJcHufrEQ7kNvgGsxCrE&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCewKjkbsxwEvPSS5-9XE-FsA2tfofq1-JD53IZAAjjdg&oe=66B8F542
2006,Toyota,hiace,," $10,000 ",320,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1713588636134746,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/448800698_1905302889897779_4564385510474684792_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=tY13zsxhTBYQ7kNvgErw7CQ&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDue4dgZR1QD1m2cU1VhUe_urLLvfrJzu02yasXm9wTzA&oe=66B8CEC3
2006,Toyota,hiace,," $10,000 ",320,"Tuggeranong, ACT",https://www.facebook.com/marketplace/item/453358910700088,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/427990171_25674561722157398_9182144142778394065_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=spBgRQbh_GcQ7kNvgFYugnG&_nc_ht=scontent.fmel16-1.fna&oh=00_AYChhPZzWXd_4a6Fptvaqy5Wnl4oPYkJ4u1JGd6sbvHbmQ&oe=66B8CE46
2009,Toyota,hiace,," $17,888 ",320,"Melbourne, VIC",https://www.facebook.com/marketplace/item/457778637118345,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/451668787_1632837807259302_3138870737184994767_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=FzpbY6DF8y0Q7kNvgHtwLA5&_nc_ht=scontent.fmel16-1.fna&oh=00_AYButn2EErDgwQL2BkT65K-hzgyLMFq5dwDvSvStlLrcoA&oe=66B8CB4B
2006,Toyota,hiace,," $10,800 ",324,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1597990344330797,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/441954495_7642546549157608_6924592460031692377_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=aDIYQkeSz4AQ7kNvgEJG63W&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDOMiHk3pm6Min5u0PPTbx3MPcqSJQv6Sk6uaxa3K23cA&oe=66B8D31B
2015,Toyota,hiace,," $23,500 ",324,"Melbourne, VIC",https://www.facebook.com/marketplace/item/2219336275078144,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/448403698_7659532244131551_4845313558214154322_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=o3y0HM5VE6kQ7kNvgHRKYLd&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCiJ6EXPNIg5yoqhFs-X-GVoNeU1AGNeEI91SDvuZbpZQ&oe=66B8F0F4
2023,Toyota,hiace,dx brand new," $47,995 ",324,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1134968767596037,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/453941437_2726350671041943_1993980889236924748_n.jpg?stp=c64.0.260.260a_dst-jpg_p261x260&_nc_cat=106&ccb=1-7&_nc_sid=247b10&_nc_ohc=A38stuvKFjoQ7kNvgEzVW8p&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDcRa_eGbMo-4wBzfPro36y6ztI3k0LwvV_rkeqhtQqdw&oe=66B8F00A
2003,Toyota,hiace,," $16,500 ",330,"Albury, NSW",https://www.facebook.com/marketplace/item/941434620856736,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/440119701_7525261024237605_3250992729377337135_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=107&ccb=1-7&_nc_sid=946e27&_nc_ohc=P9FBumhG45EQ7kNvgFoWOOh&_nc_ht=scontent.fmel16-1.fna&oh=00_AYA0seWZQ2VkYPEJy15nmd_xGU7H_r5lJpD2BsP43qly9Q&oe=66B8F63A
2009,Toyota,hiace,," $12,300 ",333,"Melbourne, VIC",https://www.facebook.com/marketplace/item/2451849131671712,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/427839120_10233654913773932_2297965115369282489_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=g8yLd5UNy48Q7kNvgGOHxXp&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBrmFoKWlFbebc3Um6dbE6V05EEjDFb7NGLvxcdpwlmfw&oe=66B8DE5C
2010,Toyota,hiace,," $12,500 ",334,"Melbourne, VIC",https://www.facebook.com/marketplace/item/825094276112365,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/433144292_2439300796266727_1979591550443334688_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=UaV5oc6aR3MQ7kNvgG5agva&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAPkvN0p2CtoipBd2hPzmrCkTFMxMLWVky0fIf8IQvLlA&oe=66B8F233
2008,Toyota,hiace,," $12,000 ",337,"Melbourne, VIC",https://www.facebook.com/marketplace/item/410668191438095,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/428614910_916816376484516_1971849766339933135_n.jpg?stp=c101.0.260.260a_dst-jpg_p261x260&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=WtoiUNVXEpsQ7kNvgH8oCDB&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBVwjdgubhlJaLl4eoO7iMMnkW0CFwoX4Hvp0FovXq4gQ&oe=66B8D5FC
2002,Toyota,hiace,," $9,900 ",340,"Meningie, SA",https://www.facebook.com/marketplace/item/996754252158199,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449433711_10169128803235626_2513365077528448314_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=mkOSkw92CaMQ7kNvgFwc3mB&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBz8sGPe9RqFTxiSUCG2m0JrViYLr39lKlMEYZlbVJUJQ&oe=66B8D223
2008,Toyota,hiace,," $13,490 ",340,"Melbourne, VIC",https://www.facebook.com/marketplace/item/446322007887190,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/440017482_7967081263302130_1498587761869965911_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=_Rfs6sq6qLwQ7kNvgGKvdna&_nc_ht=scontent.fmel16-1.fna&oh=00_AYD-c24vkTWQsb59ytG_1pA7Lzi8NpOqgX_UJA8Sv0Mftw&oe=66B8EC72
